author,text,likes,published_at,sentiment
@MuhammadAwais-ie8ip,"Aaaa😂😂😂 
Bharat ghuss gya aaaa😂😂😂",0,2025-05-31T14:37:07Z,Neutral
@ahmadrazadeveloper,Waah Ai Images achi generate krta ho KAKA G,0,2025-05-31T14:37:04Z,Neutral
@BIGOLOVELYGIRLS-dm9vz,Say true my son don't scare,0,2025-05-31T14:37:03Z,Positive
@ozill39,Again a biased video showing only one side of story . Didn’t even mention the allegations from pakistan side .,0,2025-05-31T14:36:59Z,Neutral
@MuhammadQasim-ge2yi,Sar apke. Ravi kumar ashok pandy  alok sarma ur kuch sache encar ha❤,0,2025-05-31T14:36:56Z,Neutral
@sendhilkumar7236,Ab aya na line par,0,2025-05-31T14:36:54Z,Neutral
@vajitube,Hahhahahahahha bhai sedi trha kaho apko b jan ka khatra ha modhi ne dhamki di ha,0,2025-05-31T14:36:53Z,Positive
@RajdipBasnet,Again biased video..nepali viewer,0,2025-05-31T14:36:53Z,Neutral
@Bishal96308,INC ka meheka 😂😂😂 🧬,0,2025-05-31T14:36:48Z,Neutral
@ABDULLAHSMINIWORLD,Kia ye sb pakistan ko pata 😂,0,2025-05-31T14:36:48Z,Negative
@AKASH.846,Thank you ❤for this content,0,2025-05-31T14:36:44Z,Positive
@P.Babrah58,Dhruv Rathi...what's the necessity of giving explanation to Pakistani  viewers....they're used to listen 100% lie which is served by their own channels.,0,2025-05-31T14:36:41Z,Positive
@AsadAli-xi1ry,Moral of the story,0,2025-05-31T14:36:41Z,Neutral
@doysonferrao9873,PKMKB,0,2025-05-31T14:36:30Z,Neutral
@kamleshprajapat20,😂,0,2025-05-31T14:36:25Z,Neutral
@rohitdesai3343,इसकी fati तो sympathetic aproach😂😂,1,2025-05-31T14:36:24Z,Positive
@BIGOLOVELYGIRLS-dm9vz,Are you scared godi media and godi chaiwala?,1,2025-05-31T14:36:20Z,Negative
@ibnghazi8087,What India doing in Balochistan???!!!,0,2025-05-31T14:36:16Z,Neutral
@Shahmir303,Sai 😀😅,0,2025-05-31T14:36:13Z,Neutral
@AliMurtazaa,abbay dakkan saab saach ha tou prove kiun nai karr pare internation court pr attack kisi country par nai karsakte without any proof article 51 palistan right to reteliate Balochistan mein indian attacks ka bhi saach batao godi media ki paidaish😂,0,2025-05-31T14:36:12Z,Negative
@asifmughal518,This person even not remember Raffle not discuss,0,2025-05-31T14:36:10Z,Neutral
@Oliver-e7l4g,PAKISTAN JHOT BOLTA HY ONLI AP SACHE BOLTY HYN,0,2025-05-31T14:36:09Z,Neutral
@RehmanKhan-kj4xl,Pacific forum journalist was jowesh he hates muslim he want fight India and Pakistan,0,2025-05-31T14:36:02Z,Negative
@umarfq7525,"Well let’s quantify the losses in terms of USD, while not withstanding the human loss as that occurred on both sides. If we go by ur estimates and agree on 2 Rafaels shot down the damage occurred to India is 480 million USD. On the other hand again going by ur estimates whatever losses India inflicted to Pakistan would not even equal to 1 million USD. Rest is up to u to decide the winner and loser.",0,2025-05-31T14:36:01Z,Negative
@donzaijames4244,"I’m Pakistani and you’re 100% right 
Kudos to you for speaking facts",20,2025-05-31T14:35:58Z,Positive
@Sg8hxgjjf45dhhcfhl6daq0uhv,"BRO YOU CANT BE ANTI MODI ANYMORE, THEY ALREADY BANN THOUSANDS OF HONEST YOUTUBER, HOPE YOU ALREADY GOT MESSAGE FROM GODT THAT DONT SPEAK AGAINST GODT.  NOW YOU UPSIDE DOWN HAHA",0,2025-05-31T14:35:55Z,Positive
@dheerajkohli9543,Hindu ke sabhi kali kartut to bata di .. per jo muslims desh me kar reha hai .. uska baraa me kuch nahi bola .. what a hippcraate u r ..,0,2025-05-31T14:35:51Z,Neutral
@Shayankhanzada36,Pakistan zindabad 🇵🇰💪🏻,0,2025-05-31T14:35:44Z,Neutral
@SharifUllah-n2r,❤❤❤❤❤Imran khan love you so much ❤❤❤❤❤,0,2025-05-31T14:35:39Z,Positive
@Chin-Kuki-Mizo,Dhruv vs World leaders ❤,0,2025-05-31T14:35:35Z,Neutral
@DipankarSaikia-e3h,"Sabke lie awaz uthai hai 
Lekin hinduo k lie nahi😊
Nahi kashmiri pandito k lie nahi murshidabad k hinduo k lie. Hmm...",0,2025-05-31T14:35:34Z,Neutral
@NextGenYT007,ban hone ka darr babu bhaiya ,2,2025-05-31T14:35:33Z,Negative
@krishnalohar5994,Pakistan k liye dhuk hua hai bhai ko 😂,0,2025-05-31T14:35:27Z,Neutral
@4million.gaming12,🇧🇩🇧🇩🇧🇩😊🇵🇰🇵🇰🇵🇰,0,2025-05-31T14:35:25Z,Neutral
@MuhammadAwais-ie8ip,Bahi nmak(salt) khao gy,0,2025-05-31T14:35:25Z,Neutral
@enjoymentm3,RaFaLe 😑,0,2025-05-31T14:35:16Z,Neutral
@abbasjatt8917,Bahi ye koi reply nhi diya ap ney yha bi ap logo ko manipulate kr rhy hy bss 😂,1,2025-05-31T14:35:12Z,Neutral
@IMRA900,"Best video, information shared is authentic and verifiable. Pak Army making their defeat as a victory and trying to gain the ground in Public which they have lost after detaining IK and his party.",1,2025-05-31T14:35:07Z,Positive
@HusnainHaider-r5t,Viral,0,2025-05-31T14:35:04Z,Neutral
@flyingtoallworld6025,No 1 jhoota,0,2025-05-31T14:35:01Z,Neutral
@KuL007,Jis desh army k hat pe chalagaya o desh pura khatam,0,2025-05-31T14:34:57Z,Neutral
@TECHTIME-dz8qp,Pakistan ko agr India say faida bhe hota hy to hmay woh bhe hmay nahe chahey.,0,2025-05-31T14:34:54Z,Neutral
@abhishekdaga-c9w,Spreading propaganda.,1,2025-05-31T14:34:49Z,Neutral
@GORWAL-MAYO-S,Assalamualaikum,0,2025-05-31T14:34:49Z,Neutral
@percyace5100,"indian audiences are like dead fish , they saw your old video  about pakistan and called you a traitor. now they will lift you higher than any clouds . its really funny if you think abt it. i am not even joking.",0,2025-05-31T14:34:48Z,Neutral
@sherikkk,Totally baised video. He seemed like Arnab Goswami 😂😂,0,2025-05-31T14:34:46Z,Positive
@Tayyaba_rafique_378,I think 🤔 this vedio on operation sindoor right .where is ?,2,2025-05-31T14:34:45Z,Neutral
@YumTorus,Is response is in the room with us??!,0,2025-05-31T14:34:39Z,Neutral
@ShahzadAli-lk1cd,😂😂😂😂😂,0,2025-05-31T14:34:37Z,Neutral
@AmanSingh-sf8nc,👏🏻,0,2025-05-31T14:34:31Z,Neutral
@sangeetareddy2614,Freedom fighter dhruv rathee,0,2025-05-31T14:34:29Z,Positive
@Mango_thoughts,Finally ab jaa kr bat krna shru kr rhy ho 24 min bad daikhty hain ab kitna such bolo gy,0,2025-05-31T14:34:27Z,Negative
@SharifUllah-n2r,Great,0,2025-05-31T14:34:27Z,Positive
@nargissarkar7140,jai hind ❤jai bharat,0,2025-05-31T14:34:25Z,Neutral
@ihatelove6950,please answer ?,0,2025-05-31T14:34:25Z,Positive
@UmangTiwari-h7v,Uri hamla par bhi ek vidio bana dijie bhiya,0,2025-05-31T14:34:21Z,Neutral
@ZAINBAIG-v3w,LoL ta charr,0,2025-05-31T14:34:10Z,Positive
@MuhammadQasim-ge2yi,Bhai Gaza pe vedio bnao plzz,0,2025-05-31T14:34:08Z,Neutral
@AkramBaloch-m1d,Jo b modi ka kalf bolo ah oska YouTube India ma Banda o choka ah tao ab tak ap ka YouTube channel banda q nahi howa?,1,2025-05-31T14:33:58Z,Neutral
@ManishaBiswas-q6b,Dhruv u r not stying in india.. we are respect muslims...but u r not saying muslim who is genocide kills hindus...,0,2025-05-31T14:33:54Z,Neutral
@kbaz9587,"It's people's minds in government cantrol?
They'rr controling the minds of the people.",0,2025-05-31T14:33:50Z,Neutral
@RohanGazi-y6v,The people of our country are so stupid that they don't understand their own good. It hurts me how much they can stoop to the bottom just for some power. Even though,0,2025-05-31T14:33:48Z,Negative
@outlook-videos,Im Muslim and Pakistani. I like you dhruv and i strongly condemn k kisi bhi innocent ka khoon bahana haraam hy chahy wo koi bhi ho yahood muslim hindu Christian koi bhi kisi ka bhi khoon bahana haraam hai,6,2025-05-31T14:33:42Z,Positive
@Realnasiriqbal,Beghairat ye keo nhi bolty k is k peechy Israel hy,0,2025-05-31T14:33:42Z,Neutral
@shahbaazsabbir5791,"Dr. A.P.J. Abdul Kalam, known as the ""Missile Man of India,"" played a crucial role in the development of AKASH AIR DEFENCE SYSTEM and was instrumental in overseeing the Integrated Guided Missile Development Programme (IGMDP). The Akash missile was conceptualized in 1983 under the guidance of Dr. Kalam, who was the Director of the Defence Research and Development Laboratory (DRDL) in Hyderabad at the time.",1,2025-05-31T14:33:42Z,Positive
@raja-bi2vr,Bhi mai indian muslim ho aour apne des k saath hu . aour app k sath bhi app fact news dete hai,0,2025-05-31T14:33:40Z,Neutral
@jsnorani,Rectify that during migration 1947 many Muslims were killed by Sikhs and Hindus,0,2025-05-31T14:33:40Z,Negative
@MrEditorHere2,Sham on You Dhruv Godiiiiiiiiiii,0,2025-05-31T14:33:39Z,Neutral
@M45567,Dhruv bhai your video is best on YouTube I ever seen 😊😊😊,1,2025-05-31T14:33:37Z,Positive
@VashitsinghVashitsingh,nitis rajput a youtuber says to you pakistani,0,2025-05-31T14:33:36Z,Neutral
@HuzaifaRazak,Great lier.....,0,2025-05-31T14:33:35Z,Positive
@Sudheer_Kumar_2006,Full support sir jii mere taraf h aapko,0,2025-05-31T14:33:32Z,Positive
@jobchawang8229,"Hey @dhruvrathee, I have one question. Why is your video always late?",0,2025-05-31T14:33:30Z,Neutral
@kingmaker009,Make a video on Balochistan,0,2025-05-31T14:33:29Z,Neutral
@MuhammadQasim-ge2yi,Nhi Bhai hum apke sath ha ❤,0,2025-05-31T14:33:26Z,Positive
@Jassi07-h1q,Sub Modi Ji ki kripa h😅,0,2025-05-31T14:33:22Z,Neutral
@ihatelove6950,Asam aur Bangladesh kya ho raha hai ?,0,2025-05-31T14:33:22Z,Neutral
@VikasBrMtSm,13:57😢😢😢😢,0,2025-05-31T14:33:20Z,Neutral
@AmitJode,"Brother please make a video on Naxalism 
Tell the real truth of naxalite plz ❤",0,2025-05-31T14:33:19Z,Positive
@arshlankhan6724,Great man 👍❤❤❤❤,0,2025-05-31T14:33:17Z,Positive
@BehramDehwari,Dhuruv bhai ye btaOoo fighters jet Kitna garra,0,2025-05-31T14:33:17Z,Neutral
@fatimaomair-kc4os,"Pakistan Army Zindabad, Always and forever.",0,2025-05-31T14:33:16Z,Neutral
@ibnghazi8087,"If you are that honest, why did you not leave Germany and return to India ...",0,2025-05-31T14:33:13Z,Positive
@mjurbanking,The way you tell the truth and expose the propaganda and lies is mind blowing.❤❤,3,2025-05-31T14:33:12Z,Negative
@thebullseye2318,Chal natanke kahe ka😅,0,2025-05-31T14:33:10Z,Neutral
@hardcorehardy5555,Abbayyyy jahhhhhhhh lanati 😂😂😂,0,2025-05-31T14:33:09Z,Neutral
@KhadijaSumverse,"Bruh if India hasn't done it , why didn't India cooperate with the neutral transparent investigation to the matter offered by Pakistan???",1,2025-05-31T14:33:07Z,Neutral
@ArhamHassan-j3h,"recpected Dhruv Rathee , jo bhi jaffer express ke sath ap logon kia wo hi ap ke sath hua",0,2025-05-31T14:33:06Z,Negative
@SheikhAli-r8r,"Nice try …. U tried very hard to cover for Punjabi Sikhs video dilemma along with recent war … 
It is obvious to everyone that India is orchestrating attacks like Pulwama and Pehalgam JUST TO DISOBEY INDUS WATER TREATY …. This is SOLE purpose of Indian attacks … 
I have a very simple question…. If ….. IF Pakistan did Pehalgam (which Pakistan surely denies), Indian attacked Pakistan and then Pakistan Army OPENLY CLAIMS TO HIT INDIAN TERRITORY LOCATIONS then why India agreed on ceasefire…
Open your eyes … India wanted an orchestrated reason to attack Pakistan and breech Indus water treaty … India didn’t expect fight back of such level and then there was no other choice for India then to ceasefire",0,2025-05-31T14:33:04Z,Negative
@Jassi07-h1q,hiiii,0,2025-05-31T14:33:00Z,Neutral
@noorgul7308,Bai jo jasoos nikla hai india ka 14 banda Hindu jasoos tha kya wo atangwadhi nhi tha muslim ko atangwadyoo sa compare Kiya jata hai but Aisa kuch nhi hai Aatagwaadyo ka koi darham nhi hota ya kisi mazhab ko represent nhi karta,0,2025-05-31T14:32:55Z,Neutral
@Sg8hxgjjf45dhhcfhl6daq0uhv,"BRO, YOU CANT BE 100% TRUSTED BECAUSE OF NEW LAW BY MODI GOVERNMENT. THEN YOUR 28M FOLLOWER JUST TRUSH IF THEY BLOCK YOUR CHANNEL, SO YOU CANT BE 100% HONEST JOURNALIST ANYMORE, THANKS,",0,2025-05-31T14:32:51Z,Negative
@odyssey_sfa_1,🏳️,0,2025-05-31T14:32:48Z,Neutral
@WHOAMI-y1b,Kasmiri pondit pe vdio kaha he❤,0,2025-05-31T14:32:46Z,Neutral
@karan_Hindustani,Baba be like mujhe kiu lapeta😂,0,2025-05-31T14:32:44Z,Positive
@ozill39,"What about FATF , rafales and kulbhushan yadav ??😂",0,2025-05-31T14:32:43Z,Neutral
@ibrarexplains,Best Explanation of previous video,0,2025-05-31T14:32:43Z,Positive
@HAPPILYNEVERAFTER7060,🇮🇳🇮🇳🇮🇳🇮🇳,0,2025-05-31T14:32:43Z,Neutral
@pahtan_hamza.96,हमने पहले ही बोला था कि हिंदू आतंकवादी संगठन है,0,2025-05-31T14:32:40Z,Neutral
@AbdulRasheed-xh8qw,namak  bhi namak haramo ko nahi dena chaheye,1,2025-05-31T14:32:31Z,Neutral
@Naziya53-x1u,Let you all  prove me one thing where is the justice where is the terrorists kahan hai sb...bas nafrat aur hmaare hindustan ke army aur kuch innocent log jinhe inka khbr nhi hai wo khtm hogye...terrorists aur auska maqsad ka koi baal baaqa nhi hua na kisi bde celebrity ko kuch hua na na politics ko na terrorists ko bas yahi sacchai hai...andhbhkton jaago agr itni nafrat ka maqsad politics m success nhi hone do..RSS waale saare chor hai sbse bada agenda hai wo ladwaane ka,1,2025-05-31T14:32:30Z,Neutral
@TECHTIME-dz8qp,Agr Sindh River may pani nahi bahy ga to pher Khon to bahy ga jinko peny ka pani na mela woh pani rokny waloka khon peain gu.,0,2025-05-31T14:32:29Z,Neutral
@Armywallaah,"Hello,
 Dhruv Rathi brother.Dirty politics in Bihar!Make a video against it as well.Bihar is the backward state because of the dirty politics.Bihar will become bankrupt in a few years....😊😊",0,2025-05-31T14:32:25Z,Negative
@maheshdesai3437,Opppp😊😊😊😊🎉🎉🎉,0,2025-05-31T14:32:25Z,Neutral
@e-education6727,Tum jo khabar padte ho wo likha kon hai or uska origin kanha hai check karo videshi news dikhane ka koi fhayeda nahi hai,0,2025-05-31T14:32:23Z,Neutral
@ashkk915,salute,0,2025-05-31T14:32:15Z,Neutral
@splifestyle2290,"Everything is fine, but you have shown everything that Hindus have done. However, Muslims living in Hindustan shout 'Pakistan Zindabad' and celebrate when Hindus are killed. Why aren't you showing all this? You have also become part of the 'Godi Media'.""",0,2025-05-31T14:32:15Z,Neutral
@abbasjatt8917,Bahi me Pakistan sey ho apki har video dekta ho ap jb kisi ko reply krty ho tu uski video ky point by point clear krty hy @mansoor ahmad khan ki video ka ap point by point reply kry is video me ap bss trde ki bat kr rhy hy or wohi sab purani video ki baty kr rhy hy soo kindly ap unki video ka point by point reply kry please,0,2025-05-31T14:32:11Z,Positive
@JahnaLee-p6c,Is lie awaz uthai hai q k tum indian ho,0,2025-05-31T14:32:09Z,Neutral
@angad701,You are great explorar for unseen mountain in Nepal 🎉🎉👌,0,2025-05-31T14:32:05Z,Positive
@RafayWrites-UE,i am pissed off,0,2025-05-31T14:32:03Z,Negative
@rajagupta1721,But in kacher ko kuch bhi samajh nahi aata hai 😅😅😅😅😅,0,2025-05-31T14:32:01Z,Neutral
@anonymous_swh,Pakistan is a delusional state that stuffs its people with opium of religion and shall do this forever if people don't get out of the current state by thinking critically and doing things rationally.,0,2025-05-31T14:31:59Z,Neutral
@vikram_shahi,Jai Bharat 🇮🇳,1,2025-05-31T14:31:57Z,Neutral
@bobbuilder3414,"RELlGION IS AN OPIUM ~KARL MARX 
*GROW UP*",0,2025-05-31T14:31:56Z,Neutral
@ArmaanRay-g5b,"You should also talk about Bihar. You should talk about the false promises of false leaders. You should talk about the people of Bihar who vote for Bihari leaders but have to work as laborers in states like Punjab and Haryana. About the majority of Biharis who have been made a joke of by leaders. They do not consider Bihar a part of India. If they had, Bihar would not have been in this condition. No matter how much progress has taken place in other states, Bihar is the same. You should talk about those leaders who do not care for their people but keep dancing for their chair. We also pay taxes like the people of other states but we do not get the kind of treatment they get. Don't you feel that if the package has to be given only to Gujarat or to the other states only, then leave Bihar to its own devices and make Bihar a separate country. We all Biharis will get together and make the Bihar of our dreams.✊️
From all biharies I'm requesting to all youtubers and creators please rise voice for bihar and biharies
Please rise voice from every states of bharat and evey country of the world. Please 🙏",0,2025-05-31T14:31:54Z,Positive
@fahadsaif2667,Hahaha. Bechary dhuruv... Kaash sauwami or CDS ki video Dekh leta pehly lol,0,2025-05-31T14:31:49Z,Positive
@MrKhan-mr3or,Deshbakht andhbakht banne lage ab😂😂😂,0,2025-05-31T14:31:48Z,Neutral
@Smyrni..13,Unity and diversity is the anthem of india,1,2025-05-31T14:31:47Z,Neutral
@bjay577,Aab aayega mazaa,0,2025-05-31T14:31:43Z,Neutral
@MuhammadImran-w8n9z,I salut you bro advocate imran from Karachi Pakistan,0,2025-05-31T14:31:41Z,Neutral
@MohdArif-l8f,Apni khunnas me Indian muslim ki qurbani kyu de rahe ho shurm karo,0,2025-05-31T14:31:40Z,Neutral
@shahzadahmed4498,Dhuruv beta modi ne karwaya hy man lo ap election kareeb hoty hain yan koi foreign ara hota hy to tabi q esa hota hy btao,0,2025-05-31T14:31:39Z,Neutral
@taimoormalik,"I know that in today's history, making a video against Pakistan is your compulsion, otherwise these people will not let you live in this country.",0,2025-05-31T14:31:33Z,Neutral
@naviberaz,14:12 deepak chingham 😅😅😅 ab chingham bhi Pakistan kha muqabala karay gha,0,2025-05-31T14:31:32Z,Neutral
@aineeskitchen7025,"Im from Pakistan and i strongly condemn pehalgam attack ..
Love for humanity ,, we want peace in region 🙏🏼",5,2025-05-31T14:31:25Z,Positive
@Gtrtirth,Assalam walekum Dhruv sir❤,0,2025-05-31T14:31:23Z,Neutral
@zeempk1,You can no longer claim to be unbiased after depicting the internationally recognized disputed region of Kashmir as part of India on your map.,0,2025-05-31T14:31:23Z,Negative
@MrEditorHere2,Dhruv Godiiiiiiiiiii 😂,0,2025-05-31T14:31:22Z,Neutral
@Lucifer_oI,"कोई ध्रुव राठी को बताए कि 370 अनुच्छेद हटाने के जवाब में पाकिस्तान ने व्यापार पर प्रतिबंध लगाया था, और ये बेवकूफ भारत को दोष दे रहा है । 
और दूसरी बात इसके पास इतना सा दिमाग नहीं है कि अगर भारत पाकिस्तान से व्यापार करेगा, क्रिकेट खेलेगा, सारे रिश्ते रखेगा तो IMF, UN को किस मुंह से बोलेगा कि पाकिस्तान को लोन न दो, पाकिस्तान पे प्रतिबंध लगाओ। कोई इससे पूछे अगर भारत सख्त कार्रवाई नहीं करेगा, और पाकिस्तान को खुली छूट देगा तो आतंकवाद कैसे रुकेगा?",0,2025-05-31T14:31:17Z,Neutral
@AKDawn-100,"जब आपका विरोध किया जाएगा, तब आपको पता चलेगा कि आप सही रास्ते पर हैं।",0,2025-05-31T14:31:15Z,Neutral
@surajsurila66646,Jio 0:29 0:30,0,2025-05-31T14:31:12Z,Neutral
@VinodKumar-cw5gq,Darr gya e 😂😂😂😂😂😂,0,2025-05-31T14:31:10Z,Neutral
@rajagupta1721,Excellent bro 👍🏻👍🏻👍🏻👍🏻👍🏻 8,0,2025-05-31T14:31:09Z,Positive
@narinderkumar8863,Bahut samay lete ho ap,0,2025-05-31T14:31:07Z,Neutral
@thebullseye2318,Chal arnab goswami  k sastee copy koi baat ni ap logo ko india me chorte be ni es k bagher hm samjtee hey ap logo k majboreee😅,0,2025-05-31T14:31:06Z,Neutral
@TECHTIME-dz8qp,Yeh pani India k bap ka nahe hy.,0,2025-05-31T14:31:06Z,Neutral
@mianshahzaibofficial476,Dubai starting mein kahan hai ki Pakistani military Pakistan ke liye theek Nahin hai aisa Nahin hai sach to yah hai kya army ke brigadiers aur dusre badi poston wale log Pakistan ke liye theek Nahin hai,1,2025-05-31T14:31:01Z,Neutral
@sonukazone,❤,0,2025-05-31T14:30:54Z,Neutral
@jsnorani,My ancestors when migrated from India in 1947 around 37 have been killed during only five or seven left. It is true that during migration law of Muslims killed.,0,2025-05-31T14:30:54Z,Negative
@vikram_shahi,110% support to you and your country.,2,2025-05-31T14:30:51Z,Positive
@rashidimran6906,"Hi Dhruv,it must be very embarrassing as an Indian living abroad that your country India lost war from Pakistan due to your idot Politicians",0,2025-05-31T14:30:50Z,Negative
@indiakimout,"""Tumse bada YouTube ka nautanki koi nahi. Pakistan ka naam leke video banana tumhara career plan ban gaya hai. Apne desh mein jab Muslims pe zulm hota hai, tab tumhara camera off kyun ho jaata hai? Acha... tab tum 'vacation' pe hote ho kya?""",0,2025-05-31T14:30:48Z,Negative
@Gameofwicket-10,I am from Pakistan you are true  all about true solute to this man,3,2025-05-31T14:30:46Z,Positive
@asifmughal518,He is not even equal to the dust of foot of  Fasial warricah.... Still he is just  like..andho ma kana sardar ....,0,2025-05-31T14:30:43Z,Neutral
@maazrehman6977,"Ustad jung muk gai
Ab kch or views k liya dalo",0,2025-05-31T14:30:33Z,Neutral
@yasirgujjar2274,Mera Challenge Kashmir Resistance ne zimadari qabool krne ka proof dikhao?ye to India ne kaha tha,0,2025-05-31T14:30:31Z,Neutral
@m.salmankhan5625,"Hahahaha, paid ads",0,2025-05-31T14:30:31Z,Neutral
@vikram_shahi,Glory to India 🇮🇳,1,2025-05-31T14:30:28Z,Positive
@laxyans2741,"Shastri is joker, followers are bigger jokers",0,2025-05-31T14:30:28Z,Neutral
@deepakkulkarni3566,For Indians at least you are irrelevant,0,2025-05-31T14:30:28Z,Neutral
@Toptohit,"Tumari video kisi party dwara Fund kiya huaa hai 
Tumare or Congress ke dur ek jaise hai lagbhag",0,2025-05-31T14:30:23Z,Positive
@haribahadurpokharel8186,please make a video also about Nepal,0,2025-05-31T14:30:21Z,Positive
@vikram_shahi,Jai Bharat 🇮🇳,1,2025-05-31T14:30:21Z,Neutral
@cHinduCrusher,Bhag sanghi in disguise 😂,0,2025-05-31T14:30:17Z,Neutral
@Sohaib_Baloch_Pakistan,O sarkar Rahimyar Khan mn to koi airbase hai hi ni,0,2025-05-31T14:30:15Z,Neutral
@TECHTIME-dz8qp,False Flage Operation. Pehlgam. You are a lier.,0,2025-05-31T14:30:14Z,Neutral
@pubgsquad1603,"Pakistan Shot Down 6 indian Jets, 1 UAV, 1 unit of S-400, Brahmos Storage, 3 Indian Airbases, Poonch Valley and URI completely destroyed. Hence you said India won the war. India Totally F*cked Up🤣",0,2025-05-31T14:30:13Z,Negative
@naveengehlot3478,"""पाकिस्तान के लिए यह समझना मुश्किल है कि भारत एक लोकतंत्र है - जहाँ सरकार की आलोचना करना देशद्रोह नहीं है, यह एक अधिकार है। उन्होंने कभी ऐसी स्वतंत्रता नहीं देखी, इसलिए वे असहमति को विश्वासघात समझ लेते हैं। उन्होंने आपको भारत के खिलाफ़ आवाज़ के रूप में देखा और आपको अपना दोस्त कहा, यह महसूस किए बिना कि दुनिया इतनी काली और सफ़ेद नहीं है। ईमानदार होना विश्वासघात नहीं है - यह ताकत है। और यह ऐसी चीज़ है जिसे उन्होंने कभी नहीं समझा।""",0,2025-05-31T14:30:11Z,Neutral
@tarakantanayak2653,@Dhruvrathee Tujhe tho maan na padega yaar baat baat main acha pin marte ho.😂😂😂😂😂,0,2025-05-31T14:30:07Z,Neutral
@vijaykumarrr7286,🇮🇳🇮🇳🇮🇳🇮🇳,1,2025-05-31T14:30:06Z,Neutral
@Whoop_6,16:58 there are many muslim who remove pakistani flag from road you are not mentioned  where is biasness,1,2025-05-31T14:30:02Z,Neutral
@MalakMdm-b1p,RSS what doing today in India,0,2025-05-31T14:30:02Z,Neutral
@Ritesh-z7h,Long live unity of Bharat 🇮🇳 ❤,0,2025-05-31T14:30:01Z,Neutral
@naqigg4303,"When india killed Pakistani civilians 
Also talk about that",1,2025-05-31T14:30:01Z,Negative
@UmerHussain-x8k,Aby chal nikly saly,0,2025-05-31T14:30:00Z,Neutral
@ABC-kz9vb,❤❤❤❤❤❤ great bro,1,2025-05-31T14:29:59Z,Positive
@U2ELearners,5 airplane tabah India media army khod tasleem Kar chukka hai 😂,0,2025-05-31T14:29:57Z,Neutral
@VishalMrshram,Budha gaya me video banao waha Brahman log kabja karna chahate hai dhruv bhai,0,2025-05-31T14:29:53Z,Neutral
@AmjadKhan-zd7pc,🇮🇳🙏🤲👊✊👍💪🙏🇮🇳,0,2025-05-31T14:29:51Z,Neutral
@preacherofdarkness,"However, you're still being paid by the Godi Medias and it's being suspected. Btw, I hope you're not following Modi or his Godi. We expect something trustworthy from you❤",1,2025-05-31T14:29:46Z,Positive
@ArhamHassan-j3h,is liye bola hai lagta software update hua hai,0,2025-05-31T14:29:45Z,Neutral
@Adnan-j8c2s,😂😂😂 again you are qouting your own media,0,2025-05-31T14:29:44Z,Neutral
@ImranHossain-h3v,"😡😡😡😡
Muslim are not terrorists.",0,2025-05-31T14:29:38Z,Positive
@yasirgujjar2274,Sayed Muzamal ne sahi dhoti kholi teri jawab de na,0,2025-05-31T14:29:32Z,Neutral
@SanjayXtry-i8i,"Jai hind, Jai Bharat❤",0,2025-05-31T14:29:29Z,Neutral
@mdajijnisarshekh-ms3hp,Good sir,0,2025-05-31T14:29:26Z,Positive
@potterhead_34,"Stop crying 
You just lost your credibility dhuruv
Thanks to India for making us unite and  in this conflict the world saw that how much responsible and powerful Pakistan is 🇵🇰 
... Rafael down,india  faces Shame for Killing innocents in Pakistan & India media is brutality exposed hahah 😂😂
Pakistan has found another level of recognition & importance 
Our relations are strong with our allies china🇨🇳,turkey🇹🇷, Azerbaijan🇦🇿💖🇵🇰",0,2025-05-31T14:29:24Z,Negative
@zahidhakeem840,Ye Wrong Number He,0,2025-05-31T14:29:19Z,Negative
@amjadbhatti7140,Tum hindustani ho is leay india ke suport krty ho,0,2025-05-31T14:29:16Z,Neutral
@priyanshashrivastava7519,"Best video Dhruv ... Bang on ! 
With facts , fingure and details analysis!!! 

Debunking the propaganda bu the Pakistanis",0,2025-05-31T14:29:15Z,Positive
@kurbankhan1939,Bhai aapane new Air chief ka conference nahin suna...,0,2025-05-31T14:29:13Z,Neutral
@nabeelbutt6532,What about Ra-Failllll😂😂,0,2025-05-31T14:29:09Z,Neutral
@lx.romeoo,PROUD TO BE AN INDIAN MUSLIM ☪️,0,2025-05-31T14:29:08Z,Positive
@infinixmob8152,"As a Pakistani , your video is worth seeing ! 


Pakistan zindabad 🇵🇰🏦",0,2025-05-31T14:29:01Z,Neutral
,"haryanvi
smriti❌ samriti✅
Nice Video",0,2025-05-31T14:28:54Z,Positive
@VikasBrMtSm,09:27😂😂😂😂,0,2025-05-31T14:28:52Z,Neutral
@IMRAN-56i,"Godi media ❌ 
Godi Dhruv rathi✅",0,2025-05-31T14:28:52Z,Neutral
@yasirgujjar2274,Beta Aaj To CDS Anil chohan Bhi maan geya Rafale giraye Pakistan ne..Tu to manta he nhi tha😂😂,0,2025-05-31T14:28:51Z,Neutral
@emraan7011,What a fall from grace Dhruv.. What a shame!,0,2025-05-31T14:28:43Z,Neutral
@satyamraj174,Aa gaya safai dene,1,2025-05-31T14:28:40Z,Neutral
@abh2005,Dhirendra shastri be like mujhe kyu pela ?😂😂,0,2025-05-31T14:28:39Z,Positive
@HassanKjan-d9b,"8:02 you again giving miss information, In Indian attack 21 civilians were died, and you telling that your civilians were died 😮",0,2025-05-31T14:28:39Z,Negative
